Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Fwd Packet Length Mean,Bwd Packet Length Mean,Fwd Packets/s,Bwd Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Down/Up Ratio,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes
6026404.857635498,384.3087304474095,4.314346714867292,26,0,2316,0,75,98,89.07692307692308,4.906221144339069,24.071005917159763,89.07692307692308,89.07692307692308,0,4.314346714867292,0.0,0.2410561943054199,0.501258826594253,2.283679962158203,0.0003149509429931,0.0,26,2316,0,0
6013815.16456604,477.2344878356601,2.826824492406349,17,0,2870,0,122,212,168.8235294117647,22.43483450591866,503.3217993079584,168.8235294117647,168.8235294117647,0,2.826824492406349,0.0,0.3758634477853775,0.5911381820069639,2.303704023361206,0.0157392024993896,0.0,17,2870,0,0
5251675.844192505,2781.7786994898333,7.045370106175908,37,0,14609,0,54,1454,394.8378378378378,528.230524692531,279027.48721694667,394.8378378378378,394.8378378378378,0,7.045370106175908,0.0,0.1458798845609029,0.4877317182440834,2.9383459091186523,0.0,0.0,37,14609,0,0
5257702.112197876,3295.355961647895,7.607886324940309,40,0,17326,0,54,1506,433.15,575.6219484175357,331340.62750000006,433.15,433.15,0,7.607886324940309,0.0,0.1348128746717404,0.4721109218520031,2.95221209526062,0.0,0.0,40,17326,0,0
6170782.089233398,3099.931211859794,6.806268539814488,42,0,19129,0,54,1506,455.45238095238096,516.4598450431071,266730.7715419501,455.45238095238096,455.45238095238096,0,6.806268539814488,0.0,0.1505068802252048,0.2977037331954068,1.482038974761963,0.0,0.0,42,19129,0,0
31724004.03022766,22.317485501684928,0.0630437443550421,2,0,708,0,78,630,354.0,276.0,76176.0,354.0,354.0,0,0.0630437443550421,0.0,31.72400403022766,0.0,31.72400403022766,31.72400403022766,0.0,2,708,0,0
6220107.078552246,3873.08444947338,7.073833206460035,44,0,24091,0,54,1454,547.5227272727273,605.4493255815117,366568.8858471074,547.5227272727273,547.5227272727273,0,7.073833206460035,0.0,0.1446536529895871,0.2913694609433198,1.419922113418579,0.0,0.0,44,24091,0,0
31724011.89804077,3.404361350862749,0.0630437287196805,2,0,108,0,54,54,54.0,0.0,0.0,54.0,54.0,0,0.0630437287196805,0.0,31.72401189804077,0.0,31.72401189804077,31.72401189804077,0.0,2,108,0,0
5253203.868865967,1310.2480261223643,5.520440615654302,29,0,6883,0,54,1454,237.3448275862069,324.3723143785781,105217.3983353151,237.3448275862069,237.3448275862069,0,5.520440615654302,0.0,0.1876144238880702,0.3795421675851722,2.0045180320739746,0.0,0.0,29,6883,0,0
5257629.156112671,8193.426869964056,11.221788043267544,59,0,43078,0,54,1506,730.1355932203389,632.8250208692822,400467.5070382074,730.1355932203389,730.1355932203389,0,11.221788043267544,0.0,0.0906487785536667,0.2787820685183607,2.019795179367065,0.0,0.0,59,43078,0,0
7335070.848464966,11024.569724084273,22.08567624590869,162,0,80866,0,54,1454,499.17283950617286,567.0482112044873,321543.67383020883,499.17283950617286,499.17283950617286,0,22.08567624590869,0.0,0.0455594462637575,0.3411277996022845,3.374583005905152,0.0,0.0,162,80866,0,0
7340466.9761657715,43579.9249609996,51.22289919985449,376,0,319897,0,54,1506,850.7898936170212,581.1150699064077,337694.7244723291,850.7898936170212,850.7898936170212,0,51.22289919985449,0.0,0.0195745786031087,0.226022066454811,3.38800311088562,0.0,0.0,376,319897,0,0
8089438.915252686,1033.0753575804654,5.439190586758463,44,0,8357,0,54,571,189.9318181818182,212.7330163851643,45255.33626033058,189.9318181818182,189.9318181818182,0,5.439190586758463,0.0,0.1881264864012252,1.033039658197527,6.815074920654297,4.506111145019531e-05,0.0,44,8357,0,0
8082901.954650879,6492.965063098657,7.175640670319768,58,0,52482,0,54,1506,904.8620689655172,635.3636875505149,403687.0154577884,904.8620689655172,904.8620689655172,0,7.175640670319768,0.0,0.1418052974500154,0.9024741613927192,6.825631856918335,0.0,0.0,58,52482,0,0
5008008.95690918,3821.678468365225,8.186886316054872,41,0,19139,0,54,1454,466.8048780487805,553.4191821718116,306272.7911957168,466.8048780487805,466.8048780487805,0,8.186886316054872,0.0,0.1252002239227295,0.5639077339548153,3.62621808052063,0.0,0.0,41,19139,0,0
5008130.073547363,4939.168838815517,9.185064949285,46,0,24736,0,54,1506,537.7391304347826,613.649929760361,376566.2362948961,537.7391304347826,537.7391304347826,0,9.185064949285,0.0,0.1112917794121636,0.5339348193505984,3.633999824523926,0.0,0.0,46,24736,0,0
6527605.056762695,682.9457299015734,1.3787598854002154,9,0,4458,0,54,1454,495.3333333333333,553.82247456503,306719.3333333333,495.3333333333333,495.3333333333333,0,1.3787598854002154,0.0,0.8159506320953369,2.116095007584734,6.414011955261231,0.0,0.0,9,4458,0,0
6528186.082839966,1230.5102670274057,1.8381828960947175,12,0,8033,0,54,1506,669.4166666666666,643.0058914107154,413456.5763888888,669.4166666666666,669.4166666666666,0,1.8381828960947175,0.0,0.5934714620763605,1.8435898348625224,6.422883033752441,0.0,0.0,12,8033,0,0
120001955.98602296,8.833189353375722,0.0416659875159232,5,0,1060,0,212,212,212.0,0.0,0.0,212.0,212.0,0,0.0416659875159232,0.0,30.000488996505737,50.20791233838004,116.96314406394958,1.0106680393218994,0.0,5,1060,0,0
5261004.92477417,118.60851850975702,1.5206220321763722,8,0,624,0,78,78,78.0,0.0,0.0,78.0,78.0,0,1.5206220321763722,0.0,0.7515721321105957,0.1439851648158227,0.926321029663086,0.5747668743133545,0.0,8,624,0,0
5315449.953079224,117.39363657041277,1.5050466226975996,8,0,624,0,78,78,78.0,0.0,0.0,78.0,78.0,0,1.5050466226975996,0.0,0.7593499932970319,0.1366294193739883,0.9174771308898926,0.5879528522491455,0.0,8,624,0,0
13478369.951248167,463.9285034182445,1.112894218978677,15,0,6253,0,54,1454,416.8666666666667,530.1301559260916,281037.9822222222,416.8666666666667,416.8666666666667,0,1.112894218978677,0.0,0.9627407108034406,2.507662240271105,9.454416036605837,0.0,0.0,15,6253,0,0
5951127.052307129,6703.772184553434,9.073911466747347,54,0,39895,0,54,1454,738.7962962962963,644.0237049821033,414766.5325788752,738.7962962962963,738.7962962962963,0,9.073911466747347,0.0,0.1122854160812665,0.7505084902352158,5.5194830894470215,0.0,0.0,54,39895,0,0
13478041.887283323,971.3577172031524,1.7064793381968002,23,0,13092,0,54,1506,569.2173913043479,640.1000571596627,409728.0831758034,569.2173913043479,569.2173913043479,0,1.7064793381968002,0.0,0.6126382676037875,2.055615227369496,9.461967945098875,0.0,0.0,23,13092,0,0
5945780.992507935,2933.3404681364445,8.74569717006451,52,0,17441,0,54,1445,335.40384615384613,463.75773929330586,215071.24075443784,335.40384615384613,335.40384615384613,0,8.74569717006451,0.0,0.1165839410295673,0.7658711637182056,5.527561902999878,0.0,0.0,52,17441,0,0
19972679.138183597,6.609028217333325,0.100136791171717,2,0,132,0,54,78,66.0,12.0,144.0,66.0,66.0,0,0.100136791171717,0.0,19.972679138183597,0.0,19.972679138183597,19.972679138183597,0.0,2,132,0,0
6042952.060699463,67.1857059135773,0.4964461028096844,3,0,406,0,54,274,135.33333333333334,98.54045982347668,9710.222222222224,135.33333333333334,135.33333333333334,0,0.4964461028096844,0.0,3.0214760303497314,2.866554021835327,5.888030052185059,0.1549220085144043,0.0,3,406,0,0
6045452.833175659,218.5113400853518,0.6616543227414134,4,0,1321,0,54,1132,330.25,463.02180024271,214389.1875,330.25,330.25,0,0.6616543227414134,0.0,2.0151509443918862,2.7476237706024955,5.899969816207886,0.0,0.0,4,1321,0,0
6228806.018829346,342.7623197039705,1.2843552963146436,8,0,2135,0,54,1152,266.875,373.2879041370079,139343.859375,266.875,266.875,0,1.2843552963146436,0.0,0.8898294312613351,2.037050570973643,5.872004985809326,0.0008471012115478,0.0,8,2135,0,0
6232677.936553955,806.3949479120485,1.2835574180852345,8,0,5026,0,54,1506,628.25,622.1554769508986,387077.4375,628.25,628.25,0,1.2835574180852345,0.0,0.8903825623648507,2.059458710884939,5.9297709465026855,0.0,0.0,8,5026,0,0
13642283.201217651,17.22585556492662,0.2199045391267227,3,0,235,0,76,80,78.33333333333333,1.699673171197595,2.888888888888889,78.33333333333333,78.33333333333333,0,0.2199045391267227,0.0,6.821141600608826,2.40970242023468,9.230844020843506,4.4114391803741455,0.0,3,235,0,0
13643013.00048828,34.889653772444845,0.2198927758767532,3,0,476,0,154,162,158.66666666666666,3.39934634239519,11.555555555555555,158.66666666666666,158.66666666666666,0,0.2198927758767532,0.0,6.821506500244141,2.410197496414185,9.231703996658323,4.411309003829956,0.0,3,476,0,0
8850849.151611328,264.49439594999905,0.9038680767193475,8,0,2341,0,54,1358,292.625,435.39549190936737,189569.234375,292.625,292.625,0,0.9038680767193475,0.0,1.264407021658761,2.97529550878578,8.54868197441101,0.0006980895996093,0.0,8,2341,0,0
8855901.002883911,538.2851500313332,0.9033524649151804,8,0,4767,0,54,1506,595.875,691.9812926481467,478838.109375,595.875,595.875,0,0.9033524649151804,0.0,1.2651287146977015,2.9802827375992216,8.561875104904175,0.0,0.0,8,4767,0,0
5100596.904754639,21.566103351053084,0.3921109700191469,2,0,110,0,55,55,55.0,0.0,0.0,55.0,55.0,0,0.3921109700191469,0.0,5.100596904754639,0.0,5.100596904754639,5.100596904754639,0.0,2,110,0,0
5112757.921218872,25.817768420479304,0.3911783094012016,2,0,132,0,66,66,66.0,0.0,0.0,66.0,66.0,0,0.3911783094012016,0.0,5.112757921218872,0.0,5.112757921218872,5.112757921218872,0.0,2,132,0,0
100440284.01374815,4.121852143939896,0.0298684937966659,3,0,414,0,138,138,138.0,0.0,0.0,138.0,138.0,0,0.0298684937966659,0.0,50.22014200687408,48.71472704410553,98.9348690509796,1.505414962768555,0.0,3,414,0,0
104032363.89160156,23.22354226726402,0.1441858998381458,15,0,2416,0,54,571,161.06666666666666,196.22927632972835,38505.92888888889,161.06666666666666,161.06666666666666,0,0.1441858998381458,0.0,7.430883135114398,26.46837978258871,102.8599569797516,0.000446081161499,0.0,15,2416,0,0
104031759.9773407,82.13837775945728,0.1249618386042065,13,0,8545,0,54,1506,657.3076923076923,578.7836562223048,334990.52071005915,657.3076923076923,657.3076923076923,0,0.1249618386042065,0.0,8.669313331445059,28.402690103714505,102.86591506004332,0.0,0.0,13,8545,0,0
137056278.9440155,6.697978429539758,0.0218888183971887,3,0,918,0,54,432,306.0,178.19090885900997,31752.0,306.0,306.0,0,0.0218888183971887,0.0,68.52813947200775,68.3448475599289,136.87298703193665,0.1832919120788574,0.0,3,918,0,0
137059077.97813416,2.7433425464892265,0.0145922475877086,2,0,376,0,188,188,188.0,0.0,0.0,188.0,188.0,0,0.0145922475877086,0.0,137.05907797813416,0.0,137.05907797813416,137.05907797813416,0.0,2,376,0,0
6825397.01461792,880.9743941813182,1.3186046146069954,9,0,6013,0,54,1454,668.1111111111111,643.105735983066,413584.987654321,668.1111111111111,668.1111111111111,0,1.3186046146069954,0.0,0.85317462682724,1.8399461428195,5.681381940841675,0.0,0.0,9,6013,0,0
6822567.939758301,1448.2816568844676,2.052013277642197,14,0,9881,0,60,1502,705.7857142857143,641.2105937289277,411151.0255102041,705.7857142857143,705.7857142857143,0,2.052013277642197,0.0,0.5248129184429462,1.5035652956871624,5.689474821090698,0.0,0.0,14,9881,0,0
10041504.859924316,10.954533362724389,0.1991733338677161,2,0,110,0,55,55,55.0,0.0,0.0,55.0,55.0,0,0.1991733338677161,0.0,10.041504859924316,0.0,10.041504859924316,10.041504859924316,0.0,2,110,0,0
10024296.99897766,13.168005697902023,0.1995152378470003,2,0,132,0,66,66,66.0,0.0,0.0,66.0,66.0,0,0.1995152378470003,0.0,10.02429699897766,0.0,10.02429699897766,10.02429699897766,0.0,2,132,0,0
135044610.02349854,22.585129458104863,0.0814545652587388,11,0,3050,0,54,1446,277.27272727272725,414.3308056721412,171670.01652892563,277.27272727272725,277.27272727272725,0,0.0814545652587388,0.0,13.504461002349853,40.36724117095564,134.60599088668823,0.0,0.0,11,3050,0,0
137853114.1281128,20.8337694666145,0.0507786860258709,7,0,2872,0,78,1292,410.2857142857143,514.2799999682536,264483.9183673469,410.2857142857143,410.2857142857143,0,0.0507786860258709,0.0,22.97551902135213,50.37841648733912,135.61388897895813,0.0081620216369628,0.0,7,2872,0,0
135045698.8811493,40.19380139442325,0.1036686108183355,14,0,5428,0,54,1446,387.7142857142857,555.9615131298502,309093.2040816326,387.7142857142857,387.7142857142857,0,0.1036686108183355,0.0,10.38813068316533,35.85915457499357,134.6076798439026,0.0,0.0,14,5428,0,0
137837399.0058899,31.986964581445708,0.0725492505816414,10,0,4409,0,65,1274,440.9,525.9574982828935,276631.29,440.9,440.9,0,0.0725492505816414,0.0,15.315266556209988,42.54065792406491,135.6261088848114,0.0,0.0,10,4409,0,0
14509914.15977478,1570.1678003830198,2.963490998396605,43,0,22783,0,54,1454,529.8372093023256,603.1917790689774,363840.32233639807,529.8372093023256,529.8372093023256,0,2.963490998396605,0.0,0.3454741466613042,2.054071307597966,13.486742973327637,0.0,0.0,43,22783,0,0
14509984.970092772,2670.4369494431157,3.652657126057735,53,0,38748,0,54,1506,731.0943396226415,659.8218245531436,435364.84015663946,731.0943396226415,731.0943396226415,0,3.652657126057735,0.0,0.2790381725017841,1.852268827020373,13.4953510761261,0.0,0.0,53,38748,0,0
5151976.108551025,240.68434594289016,2.911504184793026,15,0,1240,0,74,110,82.66666666666667,11.463953167307611,131.42222222222225,82.66666666666667,82.66666666666667,0,2.911504184793026,0.0,0.3679982934679304,0.6229527437016825,2.3264000415802,0.0003440380096435,0.0,15,1240,0,0
5148764.848709106,315.0270108775052,1.7479920455595233,9,0,1622,0,129,298,180.22222222222223,47.723224669331664,2277.5061728395062,180.22222222222223,180.22222222222223,0,1.7479920455595233,0.0,0.6435956060886383,1.07605246097177,3.440602779388428,0.0016758441925048,0.0,9,1622,0,0
11822841.882705688,9.219441576009224,0.1691640656148481,2,0,109,0,54,55,54.5,0.5,0.25,54.5,54.5,0,0.1691640656148481,0.0,11.822841882705688,0.0,11.822841882705688,11.822841882705688,0.0,2,109,0,0
11824028.968811035,9.133942439153204,0.1691470822065408,2,0,108,0,54,54,54.0,0.0,0.0,54.0,54.0,0,0.1691470822065408,0.0,11.824028968811035,0.0,11.824028968811035,11.824028968811035,0.0,2,108,0,0
6821959.972381592,196.1313178935137,0.5863417575291889,4,0,1338,0,54,1146,334.5,468.6797947426366,219660.75,334.5,334.5,0,0.5863417575291889,0.0,2.2739866574605307,3.1086344496101628,6.669480800628662,0.0045762062072753,0.0,4,1338,0,0
6838111.877441406,1269.9411995068533,1.316152786223132,9,0,8684,0,60,1502,964.8888888888888,641.3023978062913,411268.7654320988,964.8888888888888,964.8888888888888,0,1.316152786223132,0.0,0.8547639846801758,2.2079308755255034,6.695183992385864,0.0,0.0,9,8684,0,0
7664978.981018066,36.39931703543211,0.260927003838223,2,0,279,0,54,225,139.5,85.5,7310.25,139.5,139.5,0,0.260927003838223,0.0,7.664978981018066,0.0,7.664978981018066,7.664978981018066,0.0,2,279,0,0
6048018.932342529,48.94164573743369,0.4960301932848009,3,0,296,0,76,110,98.66666666666669,16.027753706895076,256.88888888888886,98.66666666666669,98.66666666666669,0,0.4960301932848009,0.0,3.0240094661712646,1.5558884143829346,4.579897880554199,1.46812105178833,0.0,3,296,0,0
7558860.063552856,54.77016329435916,0.3968852412634722,3,0,414,0,138,138,138.0,0.0,0.0,138.0,138.0,0,0.3968852412634722,0.0,3.779430031776428,2.2697030305862427,6.049133062362671,1.5097270011901855,0.0,3,414,0,0
45185541.1529541,107.86636334621726,0.3319645979058799,15,0,4874,0,54,1494,324.93333333333334,465.81877258102094,216987.1288888889,324.93333333333334,324.93333333333334,0,0.3319645979058799,0.0,3.227538653782436,11.574711491572318,44.96057295799256,0.0,0.0,15,4874,0,0
45201702.11791992,156.0560702249194,0.353968971306877,16,0,7054,0,54,1494,440.875,540.6116761363927,292260.984375,440.875,440.875,0,0.353968971306877,0.0,3.013446807861328,11.232254737329017,45.0406219959259,0.0,0.0,16,7054,0,0
8490861.177444458,285.6011833572182,1.05996315472782,9,0,2425,0,54,695,269.44444444444446,272.08908308824607,74032.46913580247,269.44444444444446,269.44444444444446,0,1.05996315472782,0.0,1.0613576471805573,2.6281219140769245,8.011551141738892,0.0012550354003906,0.0,9,2425,0,0
8510236.024856567,923.1236333580308,1.4100666497322265,12,0,7856,0,54,1506,654.6666666666666,646.9592121781884,418556.2222222222,654.6666666666666,654.6666666666666,0,1.4100666497322265,0.0,0.7736578204415061,2.3158378476792443,8.094599962234497,0.0,0.0,12,7856,0,0
14745819.091796877,7.459741592869072,0.1356316653248922,2,0,110,0,55,55,55.0,0.0,0.0,55.0,55.0,0,0.1356316653248922,0.0,14.745819091796877,0.0,14.745819091796877,14.745819091796877,0.0,2,110,0,0
14728483.91532898,8.962225899070184,0.1357913015010634,2,0,132,0,66,66,66.0,0.0,0.0,66.0,66.0,0,0.1357913015010634,0.0,14.72848391532898,0.0,14.72848391532898,14.72848391532898,0.0,2,132,0,0
8467943.906784058,27.397441758457347,0.2361848427453219,2,0,232,0,103,129,116.0,13.0,169.0,116.0,116.0,0,0.2361848427453219,0.0,8.467943906784058,0.0,8.467943906784058,8.467943906784058,0.0,2,232,0,0
46192304.1343689,288.8143436446109,0.5845129509335503,27,0,13341,0,54,1494,494.1111111111111,574.1067350326737,329598.5432098766,494.1111111111111,494.1111111111111,0,0.5845129509335503,0.0,1.7766270820911114,8.605328278571955,44.80123519897461,0.0,0.0,27,13341,0,0
46218761.92092896,328.827501394363,0.6274508185574765,29,0,15198,0,54,1506,524.0689655172414,621.7114271846974,386525.0986920333,524.0689655172414,524.0689655172414,0,0.6274508185574765,0.0,1.6506700686046056,8.372731563057592,45.15520000457764,0.0,0.0,29,15198,0,0
19984533.071517944,6.60510803668098,0.1000773944951663,2,0,132,0,54,78,66.0,12.0,144.0,66.0,66.0,0,0.1000773944951663,0.0,19.984533071517944,0.0,19.984533071517944,19.984533071517944,0.0,2,132,0,0
19993342.16117859,8.202730622919143,0.1000333002795017,2,0,164,0,82,82,82.0,0.0,0.0,82.0,82.0,0,0.1000333002795017,0.0,19.99334216117859,0.0,19.99334216117859,19.99334216117859,0.0,2,164,0,0
45039410.82954407,2.442305482554056,0.0444055542282555,2,0,110,0,55,55,55.0,0.0,0.0,55.0,55.0,0,0.0444055542282555,0.0,45.03941082954407,0.0,45.03941082954407,45.03941082954407,0.0,2,110,0,0
129415939.09263612,44.99445772156309,0.0772702347957463,10,0,5823,0,54,1506,582.3,633.972877968766,401921.61,582.3,582.3,0,0.0772702347957463,0.0,14.37954878807068,40.56435001640124,129.11262011528015,0.0,0.0,10,5823,0,0
7539798.021316528,66.84529195279376,0.6631477376269221,5,0,504,0,87,110,100.8,11.26765281680262,126.96,100.8,100.8,0,0.6631477376269221,0.0,1.884949505329132,1.970565839262477,5.169741868972778,0.0003111362457275,0.0,5,504,0,0
7556957.960128784,54.78394906843503,0.3969851381770654,3,0,414,0,138,138,138.0,0.0,0.0,138.0,138.0,0,0.3969851381770654,0.0,3.778478980064392,2.2508519887924194,6.029330968856812,1.5276269912719729,0.0,3,414,0,0
38291563.98773193,102.24184108161027,0.5745390814292277,22,0,3915,0,54,571,177.95454545454547,208.90417056473248,43640.95247933884,177.95454545454547,177.95454545454547,0,0.5745390814292277,0.0,1.823407808939616,7.356067406114801,34.56022810935974,0.000169038772583,0.0,22,3915,0,0
38293874.979019165,381.7059518789496,0.5222767351425731,20,0,14617,0,54,1506,730.85,650.0728632238082,422594.7275,730.85,730.85,0,0.5222767351425731,0.0,2.0154671041589034,7.71126211997996,34.57096600532532,0.0,0.0,20,14617,0,0
30797128.915786743,64.48653072273785,0.5195289484208487,16,0,1986,0,54,571,124.125,162.8653105329677,26525.109375,124.125,124.125,0,0.5195289484208487,0.0,2.0531419277191163,6.505865276185651,26.064419984817505,0.0001749992370605,0.0,16,1986,0,0
30633507.013320923,217.11519993802293,0.4243719138767551,13,0,6651,0,54,1506,511.61538461538464,631.5898789150511,398905.775147929,511.61538461538464,511.61538461538464,0,0.4243719138767551,0.0,2.552792251110077,7.190798124004913,26.074301958084103,0.0,0.0,13,6651,0,0
9271941.900253296,799.1853356843802,0.7549659041552849,7,0,7410,0,54,1506,1058.571428571429,567.9909096714382,322613.6734693878,1058.571428571429,1058.571428571429,0,0.7549659041552849,0.0,1.545323650042216,2.2214449294613687,5.326117038726807,0.0,0.0,7,7410,0,0
9313799.858093262,27.700831446985617,0.429470254992025,4,0,258,0,54,84,64.5,12.278029157808676,150.75,64.5,64.5,0,0.429470254992025,0.0,3.104599952697754,2.276369468349253,5.394462823867798,3.0040740966796875e-05,0.0,4,258,0,0
18510844.945907596,1164.344472820241,3.835589364368632,71,0,21553,0,54,1446,303.5633802816901,459.9974198456226,211597.62626463003,303.5633802816901,303.5633802816901,0,3.835589364368632,0.0,0.2644406420843941,1.7408576658623882,14.682936906814575,0.0,0.0,71,21553,0,0
18522665.977478027,848.9058766766639,3.2392745230602795,60,0,15724,0,54,1446,262.06666666666666,367.5229184085743,135073.09555555554,262.06666666666666,262.06666666666666,0,3.2392745230602795,0.0,0.3139434911436953,1.8856102909434225,14.628108978271484,0.0,0.0,60,15724,0,0
10035279.989242554,10.961328445037498,0.1992968808188636,2,0,110,0,55,55,55.0,0.0,0.0,55.0,55.0,0,0.1992968808188636,0.0,10.035279989242554,0.0,10.035279989242554,10.035279989242554,0.0,2,110,0,0
10033702.850341797,13.155661670357665,0.1993282071266312,2,0,132,0,66,66,66.0,0.0,0.0,66.0,66.0,0,0.1993282071266312,0.0,10.033702850341797,0.0,10.033702850341797,10.033702850341797,0.0,2,132,0,0
47047978.87802124,169.93291084252962,0.743921435833463,35,0,7995,0,54,1454,228.42857142857144,361.0985845376606,130392.18775510204,228.42857142857144,228.42857142857144,0,0.743921435833463,0.0,1.3837640846476835,7.437837997423718,44.09404802322388,0.0,0.0,35,7995,0,0
47041442.15583801,649.682462938844,0.8715719187387148,41,0,30562,0,54,1506,745.4146341463414,636.1216318578932,404650.7305175491,745.4146341463414,745.4146341463414,0,0.8715719187387148,0.0,1.1760360538959502,6.879827659023101,44.12277913093567,0.0,0.0,41,30562,0,0
30295254.945755005,159.19984857812867,0.4291101039841742,13,0,4823,0,54,1454,371.0,485.34682286127975,235561.53846153847,371.0,371.0,0,0.4291101039841742,0.0,2.524604578812917,7.508103719424826,27.34150505065918,0.0,0.0,13,4823,0,0
30309076.07078552,191.6257686785196,0.329934174721969,10,0,5808,0,54,1506,580.8,587.8647463490221,345584.96,580.8,580.8,0,0.329934174721969,0.0,3.367675118976169,8.534528534067784,27.423435926437374,0.0,0.0,10,5808,0,0
27734688.99726868,123.23916811674384,0.3245033683588925,9,0,3418,0,54,1454,379.77777777777777,449.86535708606505,202378.83950617284,379.77777777777777,379.77777777777777,0,0.3245033683588925,0.0,3.4668361246585846,9.034517686240765,27.36820602416992,0.0,0.0,9,3418,0,0
27727230.072021484,172.89862664058344,0.2885250340268392,8,0,4794,0,54,1506,599.25,689.4923404215597,475399.6875,599.25,599.25,0,0.2885250340268392,0.0,3.9610328674316406,9.560318936853912,27.37734699249268,0.0,0.0,8,4794,0,0
24803112.030029297,735.3915902938594,1.20952564193069,30,0,18240,0,54,1454,608.0,628.9694746170119,395602.6,608.0,608.0,0,1.20952564193069,0.0,0.855279725173424,4.477911428590237,24.549901962280277,0.0,0.0,30,18240,0,0
24825037.00256348,502.1543371199301,1.0070478443765645,25,0,12466,0,54,1506,498.64,628.326849975393,394794.6304,498.64,498.64,0,1.0070478443765645,0.0,1.0343765417734785,4.910056753361656,24.582051992416385,0.0,0.0,25,12466,0,0
10276607.036590576,57.31463681571402,0.3892335267620646,4,0,589,0,124,155,147.25,13.4233937586588,180.1875,147.25,147.25,0,0.3892335267620646,0.0,3.4255356788635254,4.831081305103711,10.25770902633667,0.0007669925689697,0.0,4,589,0,0
10319255.113601685,56.88395078306402,0.5814373163515915,6,0,587,0,54,200,97.83333333333331,62.552422459530334,3912.8055555555543,97.83333333333331,97.83333333333331,0,0.5814373163515915,0.0,2.063851022720337,4.104629636908227,10.273082971572876,0.0,0.0,6,587,0,0
40204606.05621338,1020.6541992384052,1.7908395843832137,72,0,41035,0,54,1454,569.9305555555555,609.3852851300437,371350.4257330247,569.9305555555555,569.9305555555555,0,1.7908395843832137,0.0,0.5662620571297659,4.3152187942984,36.61565613746643,0.0,0.0,72,41035,0,0
40226918.93577576,875.8314315906125,2.088153958152005,84,0,35232,0,54,1506,419.4285714285714,535.1516315096899,286387.26870748296,419.4285714285714,419.4285714285714,0,2.088153958152005,0.0,0.4846616739250091,3.9999355141742488,36.64910292625427,0.0,0.0,84,35232,0,0
19990779.161453247,6.603044280261267,0.100046125458504,2,0,132,0,54,78,66.0,12.0,144.0,66.0,66.0,0,0.100046125458504,0.0,19.990779161453247,0.0,19.990779161453247,19.990779161453247,0.0,2,132,0,0
15291737.07962036,22.36501963245177,0.1307895884938699,2,0,342,0,54,288,171.0,117.0,13689.0,171.0,171.0,0,0.1307895884938699,0.0,15.29173707962036,0.0,15.29173707962036,15.29173707962036,0.0,2,342,0,0
15239902.973175049,7.086659291079431,0.1312344313162857,2,0,108,0,54,54,54.0,0.0,0.0,54.0,54.0,0,0.1312344313162857,0.0,15.239902973175049,0.0,15.239902973175049,15.239902973175049,0.0,2,108,0,0
46688526.15356445,158.15448908609991,0.2784410019121477,13,0,7384,0,54,1454,568.0,581.7788371749315,338466.6153846154,568.0,568.0,0,0.2784410019121477,0.0,3.8907105127970376,11.73160461596865,42.65960097312927,0.0,0.0,13,7384,0,0
46707274.91378784,30.61621562464284,0.1926894689662836,9,0,1430,0,54,752,158.88888888888889,221.8830745357385,49232.09876543209,158.88888888888889,158.88888888888889,0,0.1926894689662836,0.0,5.83840936422348,13.980189470744516,42.69026780128479,0.0,0.0,9,1430,0,0
6630300.998687744,523.9581130159199,1.2065817225467357,8,0,3474,0,54,1454,434.25,524.8668283479153,275485.1875,434.25,434.25,0,1.2065817225467357,0.0,0.947185856955392,2.2689539013645166,6.504510164260864,0.000303030014038,0.0,8,3474,0,0
6605866.9090271,176.81252378910264,1.059664098051129,7,0,1168,0,54,805,166.85714285714286,260.6905272932029,67959.55102040817,166.85714285714286,166.85714285714286,0,1.059664098051129,0.0,1.1009778181711831,2.4187621401560992,6.509161949157715,0.0,0.0,7,1168,0,0
10023562.908172607,10.97414173061284,0.1995298496475061,2,0,110,0,55,55,55.0,0.0,0.0,55.0,55.0,0,0.1995298496475061,0.0,10.023562908172607,0.0,10.023562908172607,10.023562908172607,0.0,2,110,0,0
10042198.89640808,13.144531527573516,0.1991595685995987,2,0,132,0,66,66,66.0,0.0,0.0,66.0,66.0,0,0.1991595685995987,0.0,10.04219889640808,0.0,10.04219889640808,10.04219889640808,0.0,2,132,0,0
9343604.08782959,64.21504960612828,1.0702508267688045,10,0,600,0,54,84,60.0,12.0,144.0,60.0,60.0,0,1.0702508267688045,0.0,1.0381782319810655,1.8702931340818747,6.013967990875244,3.4809112548828125e-05,0.0,10,600,0,0
9414928.913116455,1223.6948474405858,1.4870000750080896,14,0,11521,0,54,1506,822.9285714285714,497.71455736420336,247719.78061224488,822.9285714285714,822.9285714285714,0,1.4870000750080896,0.0,0.7242253010089581,1.629363021469685,6.006253004074097,0.0,0.0,14,11521,0,0
